"LOA DATE",PRODUCT,MODEL,"PRIMARY VIOLATION",CITATION,"ACTION REQUESTED",FIRM,"ADDRESS 1","ADDRESS 2","FOREIGN MFG","LOT SIZE",COUNTRY
"September 2013","""MONSTER GIRL"" DOLL SET",609,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","S & Y HAPPY CITY CORP","52-07 FLUSHING AVENUE","MASPETH, NY 11378","HENG KUN TOYS FACTORY",500,CHINA
"September 2013","""MONSTER GIRL"" DOLL",LS112,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","S & Y HAPPY CITY CORP","52-07 FLUSHING AVENUE","MASPETH, NY 11378","HENG KUN TOYS FACTORY",500,CHINA
"September 2013","""MONSTER GIRL"" DOLL SET",LS111,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","S & Y HAPPY CITY CORP","52-07 FLUSHING AVENUE","MASPETH, NY 11378","HENG KUN TOYS FACTORY",500,CHINA
"September 2013",SHOES,,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KLB TRADING","10104 RUSHSTREET","S. ELMONTE, CA 91733","QUANZHOU KAISIWEI SHOES INDUSTRY CO.,LTD",3600,CHINA
"September 2013",SHOES,,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KLB TRADING","10104 RUSHSTREET","S. ELMONTE, CA 91733","QUANZHOU KAISIWEI SHOES INDUSTRY CO.,LTD",3600,CHINA
"September 2013",SHOES,XH-702B,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KLB TRADING","10104 RUSHSTREET","S. ELMONTE, CA 91733","QUANZHOU KAISIWEI SHOES INDUSTRY CO.,LTD",3600,CHINA
"September 2013",SHOES,,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","KLB TRADING","10104 RUSHSTREET","S. ELMONTE, CA 91733","QUANZHOU KAISIWEI SHOES INDUSTRY CO.,LTD",3600,CHINA
"September 2013","CHILD'S SHOE",7715,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","IVY SALES CO., INC.","13320 E. FERN PINE CIR.","CERRITOS, CA 90703","LIAN CHENG-HUANG CO., LTD.",1950,TAIWAN
"September 2013","CHILD'S SHOE",7715,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","IVY SALES CO., INC.","13320 E. FERN PINE CIR.","CERRITOS, CA 90703","LIAN CHENG-HUANG CO., LTD.",672,TAIWAN
"September 2013","CHILD'S SHOE",7723M,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","IVY SALES CO., INC.","13320 E. FERN PINE CIR.","CERRITOS, CA 90703","LIAN CHENG-HUANG CO., LTD.",168,TAIWAN
"September 2013","""FASHION BEAUTY"" DOLL SET",YB669,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","S & Y HAPPY CITY CORP","52-07 FLUSHING AVENUE","MASPETH, NY 11378","HENG KUN TOYS FACTORY",500,CHINA
"September 2013","SMOKELESS PARTY CANDLE",LIF0902,"Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","LIBERTY FIREWORKS (MT)","2407 CENTRAL AVE. W.","GREAT FALLS, MT 59404","LEGEND FIREWORKS LIMITED",8000,CHINA
"September 2013",LIGHTER,CITY-GL077,"Lighter Reporting","16 CFR 1210.17(b)","Stop Sale and Correct Future Production","GALANXIA USA INC","22523 EDDRIDGE DR.","DIAMOND BAR, CA 91765","MILLION CHINA CORPORATION LTD",100000,CHINA
"September 2013","NUMERICAL SPARKLER","PP-601 (#1)","Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",69,CANADA
"September 2013","CAKE FOUNTAIN",CF-1,"Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",341,CANADA
"September 2013","CUP CAKE SPARKLER",PP-012,"Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",38400,CANADA
"September 2013","8"" SPARKLER","PP-011A (8"")","Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",33600,CANADA
"September 2013","STAR SPARKLER",PP-STR,"Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",1500,CANADA
"September 2013","""#0"" SHAPED SPARKLER","PP 600 (0)","Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",1000,CANADA
"September 2013","""#1"" SHAPED SPARKLER","PP 601 (1)","Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",1000,CANADA
"September 2013","""#2"" SHAPED SPARKLER","PP 602 (2)","Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",1000,CANADA
"September 2013","""#3"" SHAPED SPARKLER","PP 603 (3)","Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",1000,CANADA
"September 2013","""#5"" SHAPED SPARKLER","PP 605 (5)","Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",1000,CANADA
"September 2013","""#9"" SHAPED SPARKLER","PP 609 (9)","Fireworks Labeling","16 CFR 1500.14","Stop Sale and Correct Future Production","SAMROK, INC.","#519, 105-150 CROWFOOT CR, NW","CALGARY, AB T3G 3T2,","SAMROK, INC",400,CANADA
"September 2013","SKATE SHAPE BAG",SKATEBAG,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","GLOWORKS IMPORTS INC","126 N. GROESBECK HWY","MT. CLEMENS, MI 48043","SUNSTAR INDUSTRIAL CO., LTD",5472,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",900,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",540,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",300,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",240,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",360,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",240,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",120,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",900,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",360,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",900,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",300,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",300,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",420,CHINA
"September 2013","INFANT SHOES","46713 BLACK","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FASHION BAY INC","16961 EAST GALE AVE.","CITY OF INDUSTRY, CA 91745","JUN QIANG TRADING CO",180,CHINA
"September 2013",SQUINKIES,,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","GRANT & BOWMAN INC","345 N MAPLE DR STE 190","BEVERLY HILLS, CA 90210","UNIQUE PLANNING PROFESSIONAL, SA DE CV",27708,CHINA
"September 2013",SQUINKIES,,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","GRANT & BOWMAN INC","345 N MAPLE DR STE 190","BEVERLY HILLS, CA 90210","UNIQUE PLANNING PROFESSIONAL, SA DE CV",3827,CHINA
"September 2013",SQUINKIES,,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","GRANT & BOWMAN INC","345 N MAPLE DR STE 190","BEVERLY HILLS, CA 90210","UNIQUE PLANNING PROFESSIONAL, SA DE CV",3827,CHINA
"September 2013",SQUINKIES,,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","GRANT & BOWMAN INC","345 N MAPLE DR STE 190","BEVERLY HILLS, CA 90210","UNIQUE PLANNING PROFESSIONAL, SA DE CV",898,CHINA
"September 2013",SQUINKIES,,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","GRANT & BOWMAN INC","345 N MAPLE DR STE 190","BEVERLY HILLS, CA 90210","UNIQUE PLANNING PROFESSIONAL, SA DE CV",898,CHINA
"September 2013",SQUINKIES,,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","GRANT & BOWMAN INC","345 N MAPLE DR STE 190","BEVERLY HILLS, CA 90210","UNIQUE PLANNING PROFESSIONAL, SA DE CV",53352,CHINA
"September 2013",SQUINKIES,,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","GRANT & BOWMAN INC","345 N MAPLE DR STE 190","BEVERLY HILLS, CA 90210","UNIQUE PLANNING PROFESSIONAL, SA DE CV",6397,CHINA
"September 2013",SQUINKIES,,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","GRANT & BOWMAN INC","345 N MAPLE DR STE 190","BEVERLY HILLS, CA 90210","UNIQUE PLANNING PROFESSIONAL, SA DE CV",6397,CHINA
"September 2013",SQUINKIES,,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","GRANT & BOWMAN INC","345 N MAPLE DR STE 190","BEVERLY HILLS, CA 90210","UNIQUE PLANNING PROFESSIONAL, SA DE CV",6397,CHINA
"September 2013",SQUINKIES,,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","GRANT & BOWMAN INC","345 N MAPLE DR STE 190","BEVERLY HILLS, CA 90210","UNIQUE PLANNING PROFESSIONAL, SA DE CV",6397,CHINA
"September 2013","SOLDIER FIGURINES",309584,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","REDEMPTION PLUS LLC","9829 COMMERCE PARKWAY","LENEXA, KY 66219","OEC ENTERPRISE LTD",108864,CHINA
"September 2013","SOLDIER FIGURINES",309584,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","REDEMPTION PLUS LLC","9829 COMMERCE PARKWAY","LENEXA, KY 66219","OEC ENTERPRISE LTD",4200,CHINA
"September 2013","KNOBBY INFLATABLE BALLS",SBKNOB3,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","RHODE ISLAND NOVELTY INC.","350 COMMERCE DRIVE","FALL RIVER, MA 02720",,7920,CHINA
"September 2013","TAP BALL",ND-DORTB,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","RHODE ISLAND NOVELTY INC.","350 COMMERCE DRIVE","FALL RIVER, MA 02720",,0,CHINA
"September 2013",INFANT/SHOES,PAULINE-06KA,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","FOREVER LINK INTERNATIONAL INC.","18738 SAN JOSE AVE.","CITY OF INDUSTRY, CA 91748",,2700,CHINA
"September 2013","KIDS SANDALS",198112,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","NJ MERCHANDISE, LLC","4961 SANTA ANITA AVE., #G","TEMPLE CITY, CA 91786",,528,CHINA
"September 2013","INFANT SHOES",FEAST-01,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SHOE EXCHANGE INC.","17588 E. ROWLAND ST., STE A106","CITY OF INDUSTRY, CA 91748",,0,CHINA
"September 2013","INFANT SHOES",DLOR-12,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SHOE EXCHANGE INC.","17588 E. ROWLAND ST., STE A106","CITY OF INDUSTRY, CA 91748",,0,CHINA
"September 2013","INFANT SHOES",DLOR-18,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SHOE EXCHANGE INC.","17588 E. ROWLAND ST., STE A106","CITY OF INDUSTRY, CA 91748",,0,CHINA
"September 2013","INFANT SHOES",PELLES-01,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SHOE EXCHANGE INC.","17588 E. ROWLAND ST., STE A106","CITY OF INDUSTRY, CA 91748",,0,CHINA
"September 2013","SMILE RING",VL25,"Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","US TOY COMPANY INC.","13201 ARRINGTON ROAD","GRANDVIEW, MO 64030","BCI LIMITED",144000,"HONG KONG"
"September 2013","BUILDING BLOCK SET",STP-224690,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","AA OF AMERICA","12 EDGEBORO RD., UNIT 2","EAST BRUNSWICK, NJ 08816","CHENTIAN TOYS INDUSTRY CO., LTD.",7680,CHINA
"September 2013","PRINCESS DOLL",OB-703,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","KOLE IMPORTS","24600 S. MAIN ST.","CARSON, CA 90745","GIANT CASTLE LIMITED",720,CHINA
"September 2013",SCOOTER,TDS1305,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","TDS IMPORT INC","351 CROCKER ST","LOS ANGELES, CA 90013","JIEYANG CITY MEIFANG TOYS CO., LTD",180,CHINA
"September 2013",DOLL,KT7000E-1,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","CHARITY BOX FACTORY INC","1160 44TH ST","BROOKLYN, NY 11219","LUCKY BASIN CO LTD",540,CHINA
"September 2013",DOLL,768A,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","GOLDEN PALM ENTERPRISES, INC.","821 SOUTH RAYMOND AVE SUITE 28","ALHAMBRA, CA 91803","YIWU LEGO IMPORT & EXPORT CO LTD",7200,CHINA
"September 2013","SAILBOAT CHAD LOUNGEWEAR",1001-CHAD-BOAT-,"Sleepwear Flammability Failure","16 CFR 1615/16","Consumer Level Recall","THE BAILEY BOYS INC.","155 SKYLANE RD.","SAINT SIMONS ISLAND, GA 31522",,29,"EL SALVADOR"
"September 2013","CHILDRENS TIGHTFITTING SLEEPWE",844/RN72794,"Sleepwear Labeling","16 CFR 1615/16","Correct Future Production","BABY STEPS INC.","45 SPRUCE AVENUE","RIDGEFIELD PARK, NJ 07660","FUJIAN NANPING HOTWAY TEXTILE CO LTD",528,CHINA
"September 2013","CHILDRENS TIGHTFITTING SLEEPWE",844/RN72794,"Sleepwear Labeling","16 CFR 1615/16","Correct Future Production","BABY STEPS INC.","45 SPRUCE AVENUE","RIDGEFIELD PARK, NJ 07660","FUJIAN NANPING HOTWAY TEXTILE CO LTD",527,CHINA
"September 2013","CHILDREN'S SLEEPWEAR","BLAST OFF","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","CITY THREADS","719 S. LOS ANGELES STREET # 51","LOS ANGELES, CA 90014",,5,USA
"September 2013","CHILDREN'S SLEEPWEAR","BLAST OFF","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Correct Future Production","CITY THREADS","719 S. LOS ANGELES STREET # 51","LOS ANGELES, CA 90014",,5,USA
"September 2013","GUN PLAY SET - POLICE SERIES",CY1618,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","CE&J TRADING LLC","4135 MARTIN LUTHER KING JR BLV","FORT MYERS, FL 33916","SHENZHEN ZHONGPINGFA TRADING CO, LTD",0,CHINA
"September 2013","GUN PLAY SET - POLICE SUIT TOY",CY1616A,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","CE&J TRADING LLC","4135 MARTIN LUTHER KING JR BLV","FORT MYERS, FL 33916","SHENZHEN ZHONGPINGFA TRADING CO, LTD",0,CHINA
"September 2013","GUN PLAY SET - POLICE BLACK GU",CY1420,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CE&J TRADING LLC","4135 MARTIN LUTHER KING JR BLV","FORT MYERS, FL 33916","SHENZHEN ZHONGPINGFA TRADING CO, LTD",0,CHINA
"September 2013","BEAR BOW AND ARROW PLAY SET",SH004X,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","CE&J TRADING LLC","4135 MARTIN LUTHER KING JR BLV","FORT MYERS, FL 33916","SHENZHEN ZHONGPINGFA TRADING CO, LTD",0,CHINA
"September 2013","DOLLS IN FRUIT COSTUMES",,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","CE&J TRADING LLC","4135 MARTIN LUTHER KING JR BLV","FORT MYERS, FL 33916","SHENZHEN ZHONGPINGFA TRADING CO, LTD",0,CHINA
"September 2013","BABY HAIR CLIPS",A140-2,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","R&D INTERNATIONAL","7720 1/2 COUNTY RD 160","SALIDA,, CO 81201","CV INTAI RAINBOW COLLECTION",60,INDONESIA
"September 2013","BABY SWING",16-1,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",45,CHINA
"September 2013","PORTABLE BABY CRIB",19-1,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",16,CHINA
"September 2013","HIGH CHAIR",24-1,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",150,CHINA
"September 2013","HIGH CHAIR",24-4,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",54,CHINA
"September 2013",STROLLER,24-7,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",100,CHINA
"September 2013","CHILDREN'S BICYCLE",23-1,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",100,CHINA
"September 2013","PORTABLE BABY CRIB",24-2,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",52,CHINA
"September 2013",BASSINET,24-6,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",20,CHINA
"September 2013","CHILDREN'S BICYCLE",25-1/2/3,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",150,CHINA
"September 2013","CHILDREN'S BICYCLE",26-1/2,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",208,CHINA
"September 2013","SWINGING BASSINET",29-1,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",52,CHINA
"September 2013","SWINGING BASSINET",26-5,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",52,CHINA
"September 2013",STROLLER,28-1,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",100,CHINA
"September 2013","BABY WALKER",31-1,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",150,CHINA
"September 2013","HIGH CHAIR",31-2,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",20,CHINA
"September 2013","PLAY YARD",31-3,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Stop Sale and Correct Future Production","GOLDEN ON THE 47TH, INC.","3129 W 47TH ST","CHICAGO, IL 60632","NINGBO YAXIYA IMPORT & EXPORT CO., LTD",50,CHINA
"September 2013","MASSAGE BALL",025A,"Tracking Label Violation","15 U.S.C. § 2063(a)(5)","Correct Future Production","BRIGHT STAR GROUP INC","321 WALL ST","LOS ANGELES, CA 90013",,2250,CHINA
"September 2013",CAR,1071,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SNOW ZONE FASHION INC","34-13 106TH ST/3FL","CORONA, NY 11368","WORLD TOP DEVELOPMENT LIMITED",360,CHINA
"September 2013",CAR,1085,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SNOW ZONE FASHION INC","34-13 106TH ST/3FL","CORONA, NY 11368","WORLD TOP DEVELOPMENT LIMITED",540,CHINA
"September 2013","RC TRUCK",WH8703,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SNOW ZONE FASHION INC","34-13 106TH ST/3FL","CORONA, NY 11368","WORLD TOP DEVELOPMENT LIMITED",60,CHINA
"September 2013",TRUCK,2008A-20,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SNOW ZONE FASHION INC","34-13 106TH ST/3FL","CORONA, NY 11368","WORLD TOP DEVELOPMENT LIMITED",480,CHINA
"September 2013",TRUCK,2008,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SNOW ZONE FASHION INC","34-13 106TH ST/3FL","CORONA, NY 11368","WORLD TOP DEVELOPMENT LIMITED",600,CHINA
"September 2013",DOLL,668-A,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","SNOW ZONE FASHION INC","34-13 106TH ST/3FL","CORONA, NY 11368","WORLD TOP DEVELOPMENT LIMITED",288,CHINA
"September 2013",DOLL,XMY8017/22,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","SNOW ZONE FASHION INC","34-13 106TH ST/3FL","CORONA, NY 11368","WORLD TOP DEVELOPMENT LIMITED",170,CHINA
"September 2013",DOLL,89929-A,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C. § 2063(a)(2)","Stop Sale and Correct Future Production","SNOW ZONE FASHION INC","34-13 106TH ST/3FL","CORONA, NY 11368","WORLD TOP DEVELOPMENT LIMITED",180,CHINA
"September 2013",DOLL,138,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SNOW ZONE FASHION INC","34-13 106TH ST/3FL","CORONA, NY 11368","WORLD TOP DEVELOPMENT LIMITED",24,CHINA
